"country"	"code"
"AD"	"AD-02"
"AD"	"AD-03"
"AD"	"AD-04"
"AD"	"AD-05"
"AD"	"AD-06"
"AD"	"AD-07"
"AD"	"AD-08"
"AE"	"AE-AJ"
"AE"	"AE-AZ"
"AE"	"AE-DU"
"AE"	"AE-FU"
"AE"	"AE-RK"
"AE"	"AE-SH"
"AE"	"AE-UQ"
"AF"	"AF-BAL"
"AF"	"AF-BAM"
"AF"	"AF-BDG"
"AF"	"AF-BDS"
"AF"	"AF-BGL"
"AF"	"AF-DAY"
"AF"	"AF-FRA"
"AF"	"AF-FYB"
"AF"	"AF-GHA"
"AF"	"AF-GHO"
"AF"	"AF-HEL"
"AF"	"AF-HER"
"AF"	"AF-JOW"
"AF"	"AF-KAB"
"AF"	"AF-KAN"
"AF"	"AF-KAP"
"AF"	"AF-KDZ"
"AF"	"AF-KHO"
"AF"	"AF-KNR"
"AF"	"AF-LAG"
"AF"	"AF-LOG"
"AF"	"AF-NAN"
"AF"	"AF-NIM"
"AF"	"AF-NUR"
"AF"	"AF-PAN"
"AF"	"AF-PAR"
"AF"	"AF-PIA"
"AF"	"AF-PKA"
"AF"	"AF-SAM"
"AF"	"AF-SAR"
"AF"	"AF-TAK"
"AF"	"AF-URU"
"AF"	"AF-WAR"
"AF"	"AF-ZAB"
"AG"	"AG-03"
"AG"	"AG-04"
"AG"	"AG-05"
"AG"	"AG-06"
"AG"	"AG-07"
"AG"	"AG-08"
"AG"	"AG-10"
"AG"	"AG-11"
"AL"	"AL-01"
"AL"	"AL-02"
"AL"	"AL-03"
"AL"	"AL-04"
"AL"	"AL-05"
"AL"	"AL-06"
"AL"	"AL-07"
"AL"	"AL-08"
"AL"	"AL-09"
"AL"	"AL-10"
"AL"	"AL-11"
"AL"	"AL-12"
"AM"	"AM-AG"
"AM"	"AM-AR"
"AM"	"AM-AV"
"AM"	"AM-ER"
"AM"	"AM-GR"
"AM"	"AM-KT"
"AM"	"AM-LO"
"AM"	"AM-SH"
"AM"	"AM-SU"
"AM"	"AM-TV"
"AM"	"AM-VD"
"AO"	"AO-BGO"
"AO"	"AO-BGU"
"AO"	"AO-BIE"
"AO"	"AO-CAB"
"AO"	"AO-CCU"
"AO"	"AO-CNN"
"AO"	"AO-CNO"
"AO"	"AO-CUS"
"AO"	"AO-HUA"
"AO"	"AO-HUI"
"AO"	"AO-LNO"
"AO"	"AO-LSU"
"AO"	"AO-LUA"
"AO"	"AO-MAL"
"AO"	"AO-MOX"
"AO"	"AO-NAM"
"AO"	"AO-UIG"
"AO"	"AO-ZAI"
"AR"	"AR-A"
"AR"	"AR-B"
"AR"	"AR-C"
"AR"	"AR-D"
"AR"	"AR-E"
"AR"	"AR-F"
"AR"	"AR-G"
"AR"	"AR-H"
"AR"	"AR-J"
"AR"	"AR-K"
"AR"	"AR-L"
"AR"	"AR-M"
"AR"	"AR-N"
"AR"	"AR-P"
"AR"	"AR-Q"
"AR"	"AR-R"
"AR"	"AR-S"
"AR"	"AR-T"
"AR"	"AR-U"
"AR"	"AR-V"
"AR"	"AR-W"
"AR"	"AR-X"
"AR"	"AR-Y"
"AR"	"AR-Z"
"AT"	"AT-1"
"AT"	"AT-2"
"AT"	"AT-3"
"AT"	"AT-4"
"AT"	"AT-5"
"AT"	"AT-6"
"AT"	"AT-7"
"AT"	"AT-8"
"AT"	"AT-9"
"AU"	"AU-ACT"
"AU"	"AU-NSW"
"AU"	"AU-NT"
"AU"	"AU-QLD"
"AU"	"AU-SA"
"AU"	"AU-TAS"
"AU"	"AU-VIC"
"AU"	"AU-WA"
"AZ"	"AZ-ABS"
"AZ"	"AZ-AGA"
"AZ"	"AZ-AGC"
"AZ"	"AZ-AGM"
"AZ"	"AZ-AGS"
"AZ"	"AZ-AGU"
"AZ"	"AZ-AST"
"AZ"	"AZ-BA"
"AZ"	"AZ-BAB"
"AZ"	"AZ-BAL"
"AZ"	"AZ-BAR"
"AZ"	"AZ-BEY"
"AZ"	"AZ-BIL"
"AZ"	"AZ-CAB"
"AZ"	"AZ-CAL"
"AZ"	"AZ-CUL"
"AZ"	"AZ-DAS"
"AZ"	"AZ-FUZ"
"AZ"	"AZ-GA"
"AZ"	"AZ-GAD"
"AZ"	"AZ-GOR"
"AZ"	"AZ-GOY"
"AZ"	"AZ-GYG"
"AZ"	"AZ-HAC"
"AZ"	"AZ-IMI"
"AZ"	"AZ-ISM"
"AZ"	"AZ-KAL"
"AZ"	"AZ-KAN"
"AZ"	"AZ-KUR"
"AZ"	"AZ-LA"
"AZ"	"AZ-LAC"
"AZ"	"AZ-LAN"
"AZ"	"AZ-LER"
"AZ"	"AZ-MAS"
"AZ"	"AZ-MI"
"AZ"	"AZ-NA"
"AZ"	"AZ-NEF"
"AZ"	"AZ-NV"
"AZ"	"AZ-NX"
"AZ"	"AZ-OGU"
"AZ"	"AZ-ORD"
"AZ"	"AZ-QAB"
"AZ"	"AZ-QAX"
"AZ"	"AZ-QAZ"
"AZ"	"AZ-QBA"
"AZ"	"AZ-QBI"
"AZ"	"AZ-QOB"
"AZ"	"AZ-QUS"
"AZ"	"AZ-SA"
"AZ"	"AZ-SAB"
"AZ"	"AZ-SAD"
"AZ"	"AZ-SAH"
"AZ"	"AZ-SAK"
"AZ"	"AZ-SAL"
"AZ"	"AZ-SAR"
"AZ"	"AZ-SAT"
"AZ"	"AZ-SBN"
"AZ"	"AZ-SIY"
"AZ"	"AZ-SKR"
"AZ"	"AZ-SM"
"AZ"	"AZ-SMI"
"AZ"	"AZ-SMX"
"AZ"	"AZ-SR"
"AZ"	"AZ-SUS"
"AZ"	"AZ-TAR"
"AZ"	"AZ-TOV"
"AZ"	"AZ-UCA"
"AZ"	"AZ-XA"
"AZ"	"AZ-XAC"
"AZ"	"AZ-XCI"
"AZ"	"AZ-XIZ"
"AZ"	"AZ-XVD"
"AZ"	"AZ-YAR"
"AZ"	"AZ-YE"
"AZ"	"AZ-YEV"
"AZ"	"AZ-ZAN"
"AZ"	"AZ-ZAQ"
"AZ"	"AZ-ZAR"
"BA"	"BA-BIH"
"BA"	"BA-BRC"
"BA"	"BA-SRP"
"BB"	"BB-01"
"BB"	"BB-02"
"BB"	"BB-03"
"BB"	"BB-04"
"BB"	"BB-05"
"BB"	"BB-06"
"BB"	"BB-07"
"BB"	"BB-08"
"BB"	"BB-09"
"BB"	"BB-10"
"BB"	"BB-11"
"BD"	"BD-01"
"BD"	"BD-02"
"BD"	"BD-03"
"BD"	"BD-04"
"BD"	"BD-05"
"BD"	"BD-06"
"BD"	"BD-07"
"BD"	"BD-08"
"BD"	"BD-09"
"BD"	"BD-10"
"BD"	"BD-11"
"BD"	"BD-12"
"BD"	"BD-13"
"BD"	"BD-14"
"BD"	"BD-15"
"BD"	"BD-16"
"BD"	"BD-17"
"BD"	"BD-18"
"BD"	"BD-19"
"BD"	"BD-20"
"BD"	"BD-21"
"BD"	"BD-22"
"BD"	"BD-23"
"BD"	"BD-24"
"BD"	"BD-25"
"BD"	"BD-26"
"BD"	"BD-27"
"BD"	"BD-28"
"BD"	"BD-29"
"BD"	"BD-30"
"BD"	"BD-31"
"BD"	"BD-32"
"BD"	"BD-33"
"BD"	"BD-34"
"BD"	"BD-35"
"BD"	"BD-36"
"BD"	"BD-37"
"BD"	"BD-38"
"BD"	"BD-39"
"BD"	"BD-40"
"BD"	"BD-41"
"BD"	"BD-42"
"BD"	"BD-43"
"BD"	"BD-44"
"BD"	"BD-45"
"BD"	"BD-46"
"BD"	"BD-47"
"BD"	"BD-48"
"BD"	"BD-49"
"BD"	"BD-50"
"BD"	"BD-51"
"BD"	"BD-52"
"BD"	"BD-53"
"BD"	"BD-54"
"BD"	"BD-55"
"BD"	"BD-56"
"BD"	"BD-57"
"BD"	"BD-58"
"BD"	"BD-59"
"BD"	"BD-60"
"BD"	"BD-61"
"BD"	"BD-62"
"BD"	"BD-63"
"BD"	"BD-64"
"BD"	"BD-A"
"BD"	"BD-B"
"BD"	"BD-C"
"BD"	"BD-D"
"BD"	"BD-E"
"BD"	"BD-F"
"BD"	"BD-G"
"BD"	"BD-H"
"BE"	"BE-BRU"
"BE"	"BE-VAN"
"BE"	"BE-VBR"
"BE"	"BE-VLG"
"BE"	"BE-VLI"
"BE"	"BE-VOV"
"BE"	"BE-VWV"
"BE"	"BE-WAL"
"BE"	"BE-WBR"
"BE"	"BE-WHT"
"BE"	"BE-WLG"
"BE"	"BE-WLX"
"BE"	"BE-WNA"
"BF"	"BF-01"
"BF"	"BF-02"
"BF"	"BF-03"
"BF"	"BF-04"
"BF"	"BF-05"
"BF"	"BF-06"
"BF"	"BF-07"
"BF"	"BF-08"
"BF"	"BF-09"
"BF"	"BF-10"
"BF"	"BF-11"
"BF"	"BF-12"
"BF"	"BF-13"
"BF"	"BF-BAL"
"BF"	"BF-BAM"
"BF"	"BF-BAN"
"BF"	"BF-BAZ"
"BF"	"BF-BGR"
"BF"	"BF-BLG"
"BF"	"BF-BLK"
"BF"	"BF-COM"
"BF"	"BF-GAN"
"BF"	"BF-GNA"
"BF"	"BF-GOU"
"BF"	"BF-HOU"
"BF"	"BF-IOB"
"BF"	"BF-KAD"
"BF"	"BF-KEN"
"BF"	"BF-KMD"
"BF"	"BF-KMP"
"BF"	"BF-KOP"
"BF"	"BF-KOS"
"BF"	"BF-KOT"
"BF"	"BF-KOW"
"BF"	"BF-LER"
"BF"	"BF-LOR"
"BF"	"BF-MOU"
"BF"	"BF-NAM"
"BF"	"BF-NAO"
"BF"	"BF-NAY"
"BF"	"BF-NOU"
"BF"	"BF-OUB"
"BF"	"BF-OUD"
"BF"	"BF-PAS"
"BF"	"BF-PON"
"BF"	"BF-SEN"
"BF"	"BF-SIS"
"BF"	"BF-SMT"
"BF"	"BF-SNG"
"BF"	"BF-SOM"
"BF"	"BF-SOR"
"BF"	"BF-TAP"
"BF"	"BF-TUI"
"BF"	"BF-YAG"
"BF"	"BF-YAT"
"BF"	"BF-ZIR"
"BF"	"BF-ZON"
"BF"	"BF-ZOU"
"BG"	"BG-01"
"BG"	"BG-02"
"BG"	"BG-03"
"BG"	"BG-04"
"BG"	"BG-05"
"BG"	"BG-06"
"BG"	"BG-07"
"BG"	"BG-08"
"BG"	"BG-09"
"BG"	"BG-10"
"BG"	"BG-11"
"BG"	"BG-12"
"BG"	"BG-13"
"BG"	"BG-14"
"BG"	"BG-15"
"BG"	"BG-16"
"BG"	"BG-17"
"BG"	"BG-18"
"BG"	"BG-19"
"BG"	"BG-20"
"BG"	"BG-21"
"BG"	"BG-22"
"BG"	"BG-23"
"BG"	"BG-24"
"BG"	"BG-25"
"BG"	"BG-26"
"BG"	"BG-27"
"BG"	"BG-28"
"BH"	"BH-13"
"BH"	"BH-14"
"BH"	"BH-15"
"BH"	"BH-17"
"BI"	"BI-BB"
"BI"	"BI-BL"
"BI"	"BI-BM"
"BI"	"BI-BR"
"BI"	"BI-CA"
"BI"	"BI-CI"
"BI"	"BI-GI"
"BI"	"BI-KI"
"BI"	"BI-KR"
"BI"	"BI-KY"
"BI"	"BI-MA"
"BI"	"BI-MU"
"BI"	"BI-MW"
"BI"	"BI-MY"
"BI"	"BI-NG"
"BI"	"BI-RM"
"BI"	"BI-RT"
"BI"	"BI-RY"
"BJ"	"BJ-AK"
"BJ"	"BJ-AL"
"BJ"	"BJ-AQ"
"BJ"	"BJ-BO"
"BJ"	"BJ-CO"
"BJ"	"BJ-DO"
"BJ"	"BJ-KO"
"BJ"	"BJ-LI"
"BJ"	"BJ-MO"
"BJ"	"BJ-OU"
"BJ"	"BJ-PL"
"BJ"	"BJ-ZO"
"BN"	"BN-BE"
"BN"	"BN-BM"
"BN"	"BN-TE"
"BN"	"BN-TU"
"BO"	"BO-B"
"BO"	"BO-C"
"BO"	"BO-H"
"BO"	"BO-L"
"BO"	"BO-N"
"BO"	"BO-O"
"BO"	"BO-P"
"BO"	"BO-S"
"BO"	"BO-T"
"BQ"	"BQ-BO"
"BQ"	"BQ-SA"
"BQ"	"BQ-SE"
"BR"	"BR-AC"
"BR"	"BR-AL"
"BR"	"BR-AM"
"BR"	"BR-AP"
"BR"	"BR-BA"
"BR"	"BR-CE"
"BR"	"BR-DF"
"BR"	"BR-ES"
"BR"	"BR-GO"
"BR"	"BR-MA"
"BR"	"BR-MG"
"BR"	"BR-MS"
"BR"	"BR-MT"
"BR"	"BR-PA"
"BR"	"BR-PB"
"BR"	"BR-PE"
"BR"	"BR-PI"
"BR"	"BR-PR"
"BR"	"BR-RJ"
"BR"	"BR-RN"
"BR"	"BR-RO"
"BR"	"BR-RR"
"BR"	"BR-RS"
"BR"	"BR-SC"
"BR"	"BR-SE"
"BR"	"BR-SP"
"BR"	"BR-TO"
"BS"	"BS-AK"
"BS"	"BS-BI"
"BS"	"BS-BP"
"BS"	"BS-BY"
"BS"	"BS-CE"
"BS"	"BS-CI"
"BS"	"BS-CK"
"BS"	"BS-CO"
"BS"	"BS-CS"
"BS"	"BS-EG"
"BS"	"BS-EX"
"BS"	"BS-FP"
"BS"	"BS-GC"
"BS"	"BS-HI"
"BS"	"BS-HT"
"BS"	"BS-IN"
"BS"	"BS-LI"
"BS"	"BS-MC"
"BS"	"BS-MG"
"BS"	"BS-MI"
"BS"	"BS-NE"
"BS"	"BS-NO"
"BS"	"BS-NP"
"BS"	"BS-NS"
"BS"	"BS-RC"
"BS"	"BS-RI"
"BS"	"BS-SA"
"BS"	"BS-SE"
"BS"	"BS-SO"
"BS"	"BS-SS"
"BS"	"BS-SW"
"BS"	"BS-WG"
"BT"	"BT-11"
"BT"	"BT-12"
"BT"	"BT-13"
"BT"	"BT-14"
"BT"	"BT-15"
"BT"	"BT-21"
"BT"	"BT-22"
"BT"	"BT-23"
"BT"	"BT-24"
"BT"	"BT-31"
"BT"	"BT-32"
"BT"	"BT-33"
"BT"	"BT-34"
"BT"	"BT-41"
"BT"	"BT-42"
"BT"	"BT-43"
"BT"	"BT-44"
"BT"	"BT-45"
"BT"	"BT-GA"
"BT"	"BT-TY"
"BW"	"BW-CE"
"BW"	"BW-CH"
"BW"	"BW-FR"
"BW"	"BW-GA"
"BW"	"BW-GH"
"BW"	"BW-JW"
"BW"	"BW-KG"
"BW"	"BW-KL"
"BW"	"BW-KW"
"BW"	"BW-LO"
"BW"	"BW-NE"
"BW"	"BW-NW"
"BW"	"BW-SE"
"BW"	"BW-SO"
"BW"	"BW-SP"
"BW"	"BW-ST"
"BY"	"BY-BR"
"BY"	"BY-HM"
"BY"	"BY-HO"
"BY"	"BY-HR"
"BY"	"BY-MA"
"BY"	"BY-MI"
"BY"	"BY-VI"
"BZ"	"BZ-BZ"
"BZ"	"BZ-CY"
"BZ"	"BZ-CZL"
"BZ"	"BZ-OW"
"BZ"	"BZ-SC"
"BZ"	"BZ-TOL"
"CA"	"CA-AB"
"CA"	"CA-BC"
"CA"	"CA-MB"
"CA"	"CA-NB"
"CA"	"CA-NL"
"CA"	"CA-NS"
"CA"	"CA-NT"
"CA"	"CA-NU"
"CA"	"CA-ON"
"CA"	"CA-PE"
"CA"	"CA-QC"
"CA"	"CA-SK"
"CA"	"CA-YT"
"CD"	"CD-BC"
"CD"	"CD-BU"
"CD"	"CD-EQ"
"CD"	"CD-HK"
"CD"	"CD-HL"
"CD"	"CD-HU"
"CD"	"CD-IT"
"CD"	"CD-KC"
"CD"	"CD-KE"
"CD"	"CD-KG"
"CD"	"CD-KL"
"CD"	"CD-KN"
"CD"	"CD-KS"
"CD"	"CD-LO"
"CD"	"CD-LU"
"CD"	"CD-MA"
"CD"	"CD-MN"
"CD"	"CD-MO"
"CD"	"CD-NK"
"CD"	"CD-NU"
"CD"	"CD-SA"
"CD"	"CD-SK"
"CD"	"CD-SU"
"CD"	"CD-TA"
"CD"	"CD-TO"
"CD"	"CD-TU"
"CF"	"CF-AC"
"CF"	"CF-BB"
"CF"	"CF-BGF"
"CF"	"CF-BK"
"CF"	"CF-HK"
"CF"	"CF-HM"
"CF"	"CF-HS"
"CF"	"CF-KB"
"CF"	"CF-KG"
"CF"	"CF-LB"
"CF"	"CF-MB"
"CF"	"CF-MP"
"CF"	"CF-NM"
"CF"	"CF-OP"
"CF"	"CF-SE"
"CF"	"CF-UK"
"CF"	"CF-VK"
"CG"	"CG-11"
"CG"	"CG-12"
"CG"	"CG-13"
"CG"	"CG-14"
"CG"	"CG-15"
"CG"	"CG-16"
"CG"	"CG-2"
"CG"	"CG-5"
"CG"	"CG-7"
"CG"	"CG-8"
"CG"	"CG-9"
"CG"	"CG-BZV"
"CH"	"CH-AG"
"CH"	"CH-AI"
"CH"	"CH-AR"
"CH"	"CH-BE"
"CH"	"CH-BL"
"CH"	"CH-BS"
"CH"	"CH-FR"
"CH"	"CH-GE"
"CH"	"CH-GL"
"CH"	"CH-GR"
"CH"	"CH-JU"
"CH"	"CH-LU"
"CH"	"CH-NE"
"CH"	"CH-NW"
"CH"	"CH-OW"
"CH"	"CH-SG"
"CH"	"CH-SH"
"CH"	"CH-SO"
"CH"	"CH-SZ"
"CH"	"CH-TG"
"CH"	"CH-TI"
"CH"	"CH-UR"
"CH"	"CH-VD"
"CH"	"CH-VS"
"CH"	"CH-ZG"
"CH"	"CH-ZH"
"CI"	"CI-AB"
"CI"	"CI-BS"
"CI"	"CI-CM"
"CI"	"CI-DN"
"CI"	"CI-GD"
"CI"	"CI-LC"
"CI"	"CI-LG"
"CI"	"CI-MG"
"CI"	"CI-SM"
"CI"	"CI-SV"
"CI"	"CI-VB"
"CI"	"CI-WR"
"CI"	"CI-YM"
"CI"	"CI-ZZ"
"CL"	"CL-AI"
"CL"	"CL-AN"
"CL"	"CL-AP"
"CL"	"CL-AR"
"CL"	"CL-AT"
"CL"	"CL-BI"
"CL"	"CL-CO"
"CL"	"CL-LI"
"CL"	"CL-LL"
"CL"	"CL-LR"
"CL"	"CL-MA"
"CL"	"CL-ML"
"CL"	"CL-NB"
"CL"	"CL-RM"
"CL"	"CL-TA"
"CL"	"CL-VS"
"CM"	"CM-AD"
"CM"	"CM-CE"
"CM"	"CM-EN"
"CM"	"CM-ES"
"CM"	"CM-LT"
"CM"	"CM-NO"
"CM"	"CM-NW"
"CM"	"CM-OU"
"CM"	"CM-SU"
"CM"	"CM-SW"
"CN"	"CN-AH"
"CN"	"CN-BJ"
"CN"	"CN-CQ"
"CN"	"CN-FJ"
"CN"	"CN-GD"
"CN"	"CN-GS"
"CN"	"CN-GX"
"CN"	"CN-GZ"
"CN"	"CN-HA"
"CN"	"CN-HB"
"CN"	"CN-HE"
"CN"	"CN-HI"
"CN"	"CN-HK"
"CN"	"CN-HL"
"CN"	"CN-HN"
"CN"	"CN-JL"
"CN"	"CN-JS"
"CN"	"CN-JX"
"CN"	"CN-LN"
"CN"	"CN-MO"
"CN"	"CN-NM"
"CN"	"CN-NX"
"CN"	"CN-QH"
"CN"	"CN-SC"
"CN"	"CN-SD"
"CN"	"CN-SH"
"CN"	"CN-SN"
"CN"	"CN-SX"
"CN"	"CN-TJ"
"CN"	"CN-TW"
"CN"	"CN-XJ"
"CN"	"CN-XZ"
"CN"	"CN-YN"
"CN"	"CN-ZJ"
"CO"	"CO-AMA"
"CO"	"CO-ANT"
"CO"	"CO-ARA"
"CO"	"CO-ATL"
"CO"	"CO-BOL"
"CO"	"CO-BOY"
"CO"	"CO-CAL"
"CO"	"CO-CAQ"
"CO"	"CO-CAS"
"CO"	"CO-CAU"
"CO"	"CO-CES"
"CO"	"CO-CHO"
"CO"	"CO-COR"
"CO"	"CO-CUN"
"CO"	"CO-DC"
"CO"	"CO-GUA"
"CO"	"CO-GUV"
"CO"	"CO-HUI"
"CO"	"CO-LAG"
"CO"	"CO-MAG"
